1, 1, 1, 1, 1, 1, 0.992189427, 1
1, 1, 1, 1, 1, 1, 0.909644002, 1
0.994923858, 1, 1, 1, 1, 1, 0.624105895, 1
0.984771574, 1, 1, 1, 1, 1, 0.928060511, 1
0.974619289, 0.65, 0.809235844, 0.818, 0.977, 0.5, 0.928060511, 0.933
0.969543147, 0.226, 0.809235844, 0.819, 0.831, 0.5, 0.690536874, 0.947
0.934010152, 1, 1, 1, 1, 1, 1, 1
0.92893401, 0.604, 0.809235844, 0.818, 0.947, 0.5, 0.483186714, 0.933
0.926395939, 1, 1, 0.995, 1, 1, 0.790429993, 0.833
0.913705584, 0.582, 0.809235844, 0.805, 0.963, 0.5, 0.774151114, 0.909
0.911167513, 0.409, 0.809235844, 0.818, 0.941, 0.5, 0.956343007, 0.933
0.908629442, 0.204, 0.809235844, 0.819, 0.778, 0.5, 0.561210228, 0.952
0.878172589, 0.176, 0.618746564, 0.549, 0.795, 0.25, 0.747348516, 0.632
0.878172589, 1, 1, 0.999, 1, 1, 0.787881279, 1
0.875634518, 0.188, 0.809235844, 0.818, 0.813, 0.5, 0.776288745, 0.941
0.865482234, 0.291, 0.809235844, 0.818, 0.874, 0.5, 0.696538683, 0.933
0.835025381, 1, 1, 1, 1, 1, 0.819370221, 1
0.814720812, 1, 1, 1, 1, 1, 0.985036586, 0.667
0.789340102, 0.06, 0.366959868, 0.163, 0.228, 0.1, 0.189591384, 0.526
0.771573604, 0.238, 0.809235844, 0.819, 0.856, 0.5, 0.779001891, 0.952
0.695431472, 0.797, 0.809235844, 0.819, 0.986, 0.5, 0.761489764, 0.952
0.682741117, 0.084, 0.366959868, 0.138, 0.161, 0.1, 0.130970978, 0.4
0.66751269, 0.182, 0.809235844, 0.819, 0.774, 0.5, 0.631258736, 0.952
0.66751269, 0.162, 0.618746564, 0.549, 0.748, 0.25, 0.631258736, 0.87
0.662436548, 0.078, 0.50742166, 0.368, 0.525, 0.167, 0.535476445, 0.571
0.624365482, 0.053, 0.50742166, 0.367, 0.205, 0.167, 0.191893447, 0.632
0.611675127, 0.068, 0.557449148, 0.449, 0.255, 0.2, 0.191893447, 0.667
0.601522843, 0.079, 0.557449148, 0.447, 0.359, 0.2, 0.267861547, 0.75
0.461928934, 0.051, 0.465090709, 0.301, 0.199, 0.143, 0.191893447, 0.6
0.45177665, 0.063, 0.465090709, 0.251, 0.237, 0.143, 0.189591384, 0.588
0.42893401, 0.054, 0.340846619, 0.113, 0.129, 0.091, 0.10605936, 0.375
0.393401015, 0.065, 0.2053326, 0, 0, 0.056, 0, 0.105
0.375634518, 0.06, 0.50742166, 0.307, 0.141, 0.167, 0.10605936, 0.545
0.35786802, 0.094, 0.428257284, 0.247, 0.614, 0.125, 0.631258736, 0.741
0.347715736, 0.075, 0.428257284, 0.243, 0.271, 0.125, 0.189591384, 0.588
0.319796954, 0.113, 0.557449148, 0.425, 0.599, 0.2, 0.483844446, 0.667
0.314720812, 0.064, 0.39582188, 0.138, 0.149, 0.111, 0.10605936, 0.4
0.30964467, 0.047, 0.255634964, 0, 0, 0.067, 0, 0.125
0.299492386, 0.052, 0.39582188, 0.168, 0.123, 0.111, 0.10605936, 0.429
0.276649746, 0.059, 0.237768004, 0.027, 0.092, 0.063, 0.06593768, 0.211
0.253807107, 0.052, 0.39582188, 0.168, 0.123, 0.111, 0.10605936, 0.429
0.251269036, 0.068, 0.557449148, 0.449, 0.255, 0.2, 0.191893447, 0.667
0.246192893, 0.099, 0.557449148, 0.425, 0.565, 0.2, 0.483844446, 0.667
0.246192893, 0.078, 0.39582188, 0.201, 0.356, 0.111, 0.267861547, 0.6
0.243654822, 0.057, 0.50742166, 0.367, 0.22, 0.167, 0.191893447, 0.632
0.230964467, 0.059, 0.428257284, 0.246, 0.226, 0.125, 0.191893447, 0.571
0.228426396, 0.057, 0.557449148, 0.375, 0.136, 0.2, 0.10605936, 0.6
0.223350254, 0.051, 0.31693238, 0, 0, 0.083, 0, 0.154
0.215736041, 0.055, 0.50742166, 0.307, 0.131, 0.167, 0.10605936, 0.545
0.200507614, 0.052, 0.31693238, 0.092, 0.124, 0.083, 0.10605936, 0.353
0.144670051, 0.068, 0.557449148, 0.449, 0.254, 0.2, 0.191893447, 0.667
0.114213198, 0.059, 0.465090709, 0.296, 0.223, 0.143, 0.189591384, 0.625
0.111675127, 0.061, 0.31693238, 0.11, 0.223, 0.083, 0.182849626, 0.522
0.111675127, 0.056, 0.428257284, 0.206, 0.214, 0.125, 0.187700403, 0.471
0.111675127, 0.045, 0.255634964, 0.051, 0.108, 0.067, 0.10605936, 0.3
0.098984772, 0.06, 0.340846619, 0.128, 0.164, 0.091, 0.125955767, 0.444
0.04822335, 0.068, 0.465090709, 0.296, 0.237, 0.143, 0.189591384, 0.625
0.045685279, 0.061, 0.294942276, 0, 0, 0.077, 0, 0.143
0.035532995, 0.071, 0.465090709, 0.296, 0.301, 0.143, 0.267861547, 0.632
0.027918782, 0.067, 0.294942276, 0.086, 0.181, 0.077, 0.125955767, 0.4
0.015228426, 0.048, 0.366959868, 0, 0, 0.1, 0, 0.182
0.012690355, 0.061, 0.39582188, 0.199, 0.218, 0.111, 0.189591384, 0.556
0.010152284, 0.056, 0.31693238, 0.06, 0.066, 0.083, 0.049001069, 0.267
0.010152284, 0.042, 0.126443101, 0, 0, 0.042, 0, 0.08
0.005076142, 0.052, 0.340846619, 0.073, 0.054, 0.091, 0.049001069, 0.286
