1, 1, 1, 1, 1, 1, 1, 1
0.944, 0.2, 0.69791094, 0.667, 0.77, 0.333, 0.545321161, 0.857
0.929, 0.204, 0.809235844, 0.819, 0.778, 0.5, 0.556406912, 0.952
0.929, 1, 1, 1, 1, 1, 0.901858494, 1
0.922, 1, 1, 1, 1, 1, 0.756765569, 1
0.915, 0.23, 0.69791094, 0.669, 0.789, 0.333, 0.525350505, 0.875
0.91, 0.582, 0.809235844, 0.805, 0.963, 0.5, 0.767525269, 0.909
0.908, 0.23, 0.69791094, 0.669, 0.789, 0.333, 0.525350505, 0.875
0.904, 0.336, 0.809235844, 0.818, 0.864, 0.5, 0.525350505, 0.933
0.903, 0.303, 0.809235844, 0.819, 0.906, 0.5, 0.901858494, 0.88
0.902, 1, 1, 1, 1, 1, 0.976605804, 0.667
0.897, 0.402, 0.809235844, 0.819, 0.896, 0.5, 0.523394196, 0.947
0.896, 1, 1, 1, 1, 1, 0.983697424, 1
0.894, 1, 1, 1, 1, 1, 0.618764265, 1
0.888, 0.377, 0.809235844, 0.819, 0.913, 0.5, 0.706716661, 0.947
0.887, 0.238, 0.809235844, 0.819, 0.856, 0.5, 0.772334529, 0.952
0.883, 0.226, 0.809235844, 0.819, 0.831, 0.5, 0.684626671, 0.947
0.881, 0, 0.809235844, 0.815, 0, 0.5, 0.52689925, 0.923
0.879, 0.06, 0.366959868, 0.163, 0.228, 0.1, 0.187968699, 0.526
0.87, 0.185, 0.69791094, 0.667, 0.809, 0.333, 0.762960548, 0.857
0.866, 0.102, 0.618746564, 0.546, 0.579, 0.25, 0.49404956, 0.8
0.859, 0, 0.274601429, 0.04, 0, 0.071, 0.048581676, 0.235
0.858, 1, 1, 1, 1, 1, 0.779915227, 1
0.853, 0.176, 0.69791094, 0.67, 0.785, 0.333, 0.697750245, 0.917
0.85, 0.095, 0.465090709, 0.285, 0.483, 0.143, 0.364362569, 0.571
0.85, 0.06, 0.294942276, 0, 0, 0.077, 0, 0.143
0.846, 0.062, 0.465090709, 0.301, 0.367, 0.143, 0.357760026, 0.7
0.846, 0, 0.69791094, 0.67, 0, 0.333, 0.721878057, 0.909
0.845, 0.334, 0.69791094, 0.667, 0.874, 0.333, 0.565047277, 0.857
0.844, 1, 1, 1, 1, 1, 0.632539941, 1
0.842, 0.172, 0.557449148, 0.449, 0.722, 0.2, 0.525350505, 0.778
0.838, 0.058, 0.340846619, 0, 0, 0.091, 0, 0.167
0.836, 0.115, 0.69791094, 0.667, 0.633, 0.333, 0.538718618, 0.857
0.834, 0.235, 0.809235844, 0.805, 0.79, 0.5, 0.497962178, 0.909
0.834, 0.052, 0.274601429, 0, 0, 0.071, 0, 0.133
0.831, 0.054, 0.255634964, 0.033, 0.064, 0.067, 0.048581676, 0.222
0.831, 0.06, 0.618746564, 0.546, 0.293, 0.25, 0.26556896, 0.8
0.831, 0.099, 0.50742166, 0.307, 0.336, 0.167, 0.187316596, 0.545
0.83, 0.273, 0.69791094, 0.67, 0.787, 0.333, 0.400228236, 0.706
0.827, 0.936, 0.809235844, 0.815, 0.996, 0.5, 0.705901532, 0.923
0.821, 0.044, 0.176470588, 0, 0, 0.05, 0, 0.095
0.816, 0.849, 0.809235844, 0.815, 0.989, 0.5, 0.631154222, 0.923
0.813, 0, 0.69791094, 0.67, 0, 0.333, 0.721878057, 0.909
0.813, 0.055, 0.366959868, 0.089, 0.065, 0.1, 0.048581676, 0.308
0.813, 0.237, 0.69791094, 0.67, 0.86, 0.333, 0.808770786, 0.917
0.812, 0.095, 0.465090709, 0.285, 0.483, 0.143, 0.364362569, 0.571
0.812, 0.042, 0.255634964, 0.033, 0.066, 0.067, 0.065373329, 0.222
0.811, 0.057, 0.428257284, 0.245, 0.197, 0.125, 0.181284643, 0.632
0.808, 0.111, 0.465090709, 0.251, 0.455, 0.143, 0.271926964, 0.556
0.808, 0.117, 0.465090709, 0.301, 0.655, 0.143, 0.585833062, 0.727
0.808, 0.204, 0.618746564, 0.546, 0.781, 0.25, 0.565047277, 0.8
0.806, 0.128, 0.618746564, 0.54, 0.592, 0.25, 0.402673622, 0.769
0.806, 0.11, 0.50742166, 0.348, 0.429, 0.167, 0.326377568, 0.615
0.803, 0.06, 0.340846619, 0.113, 0.141, 0.091, 0.105151614, 0.375
0.802, 0.236, 0.618746564, 0.546, 0.81, 0.25, 0.565047277, 0.8
0.8, 0.167, 0.69791094, 0.67, 0.797, 0.333, 0.802168243, 0.933
0.8, 0.222, 0.69791094, 0.67, 0.832, 0.333, 0.706146071, 0.929
0.8, 0.066, 0.428257284, 0.243, 0.245, 0.125, 0.187968699, 0.588
0.794, 0.07, 0.50742166, 0.367, 0.242, 0.167, 0.19025106, 0.632
0.794, 0.048, 0.274601429, 0.04, 0.075, 0.071, 0.065373329, 0.235
0.792, 0.083, 0.465090709, 0.296, 0.293, 0.143, 0.187968699, 0.625
0.792, 0.084, 0.465090709, 0.251, 0.191, 0.143, 0.124877731, 0.533
0.791, 0.076, 0.618746564, 0.54, 0.279, 0.25, 0.190088034, 0.769
